dato,etiqueta
no tenés ni un solo imbecil kirchnerista pedorrista que te festeje esta boludezsubite al jelicopter y andate a la concha de tu madre pelotudo,1
lo pones como si fuera un mugshot de un asesino y sólo es por manejar ebrio que seguramente ningún chairo lo ha hecho verdad bola de haraganes mejor pónganse a trabajar porque cuando se vaya el imbecil emperador ya nadie les regalara nada bola de,1
siguen atizando un conflicto innecesario ojalá venezuela equilibre de manera definitiva estas pendejadas de joe biden el anciano imbecil vendera humo acrecentando un conflicto de falsa bandera pero si el otro bando lo acrecenta la bandera la ganarán ellos,1
se les sube a todos por igualy no es el costo del agua no seas imbécil es el costo de entregarla y no debería haber diferenciación todos somos iguales según la constitución,1
cada sábado en 𝗠 𝗔𝗗 𝗥 𝗜 𝗗 es un regalo algunas veces hasta con premio entradas,0
este si que un pendejo a mil x hora pobre imbécil le dijeron un lago y se la creyó el tarado jajaja jajaja jajaja jajaja jajaja jajaja,1
compairle canciones favoritas a alguien que resultó ser muy imbécil hdp se lleva el título a lo más pendejo que hice en el último trimestre del 2021,1
si lo hace toda la tl imbecil,1
tú eres pablolinaga un amigo de etarras solapado decir q eta fue derrotada es ser socio de eta so imbécil,1
no es mi culpa que seas gilipollas y no sepas metee dentro del tweet imbécil,1
se supone que yo quería ser fakopoeta y llegó el trolo de faku a sacar lo más imbécil de mi ser basta,1
cada imbécil que te encuentras en twitter ya no es nuevo,1
buenos días érase una lengua viperina un tuitero falaz de verbo estorbo un imbécil con cara de aspirina un sobrino bastardo del vil morbo una espada pueril de anonimato un hao de vivir y de la vida un cojo de mente un desbarato un absurdo de hombre y su querida,1
su lengua es el español imbécil,1
lo que tú quieres es beneficiar al oficinista o ejecutivo que lleva 13 años en un escritorio y es indespedible a costa de jóvenes y currantes que están intentando entrar mercado laboral empiezo a pensar que no eres imbécil sino que eres un puto psicópata,1
eres más imbécil de lo que pensaba,1
pinché imbecil de las rutas,1
fue lo que pense vaya a saber sino robaba por encargo el imbécil sabe a quien se la vendió,1
hay que ser muy imbécil para dar tu dinero a un hampón de manera gratuita,1
no salio x gente weocomo tu que quieres dialogar con delincuentesque justifica al lumpen hablando de problemas sociales y opounidades oye imbecil hay muchos que salieron de poblaciones donde hay pobreza drogasalcohol y eligieron otro caminodeja de justificar a estas lacra,1
no sé de qué relato me hablas yo aquí el único relato que veo es el del primer tuit en el que un señor que dice que todo el que cobra algo del estado es tan imbécil que regala su voto al que le paga eso sí es un relato,1
pero igual es una pendejada que estés enojada por eso osea we literal es solo un nombre que va a pasar por qué lo tenga si no te gusta ok pero no andes diciendolo por qué quedas como imbécil y no no estoy enojado simplemente me parece patético,1
desde que escuché love grows pensé q era la intro de gilmore girls pls q imbecil,1
es algo que me cuesta arreglar y si me preguntan es algo imbecil tener que lidiar con esto,1
qué miras imbécil,1
fans noamigasapoyarlo en todos sus tjos valorar su talentoconocer y creer sus palabrasno considerarlo un imbécil o no atribuirle compoamientos patéticos de niño alcanza udes que vendrían a ser y sí le impoasi te interesarás en conocer sus dichos lo sabrías,1
con el imbecil ee jere decimos que vamos a tomar una y es al pedo nms,1
no morro los spinoff sirven para que un personaje interesante sea profundizado aún más imbecil,1
otro hablador de mierdassi porque tienen que llevar a cada venezolano como un ciego de la mano todos los dias para cuidarlo del covid gafo tienen casi 2 años diciendote que te cuides imbecilmongolico culpas a los demas de tus idioteses,1
no se de donde saca que un pobre con un coche de esos de segunda mano es menos imbécil que uno rico con uno nuevo,1
sos peronista no estás en condiciones de decirle imbécil a nadie,1
vendí cwolf a 14 sacando profit al juego muchos llamándome cobarde perdedor e imbécil está a 035 llorad ahora perros sabuesos,1
si piensas que en cayó la noche rmx solo merece la pena la pae de quevedo déjame decie que eres imbécil un saludo y buenos dias,1
otro imbécil que desconoce el efecto laffer,1
no lo volví a leer después de su columna clasista y gordofóbica es más creo que es un imbécil,1
será un imbécil más producto de la ingeniería social aplicada obscenamente en navarra un nazi de izquierda abezale un payaso que saca su valentía cuando sabe perfectamente que el agredido no puede calzarle dos hostias por pura y básica educación,1
no sabes leer pedazo de imbécil igual que todos los chimpachairos,1
solo es un meme nadie está diciendo que sea posible que lo haya podido matar imbécil,1
y además imbécil,1
era un imbecil,1
cuando a un imbécil le dan un micrófono,1
kiko es un imbécil q condición kiere poner por pelotas algo para sacarle la puntilla a lo d descargar delante d las cámaras bobo no le kedó claro,1
o que se pongan de xd a hablarle a uno con palabras rebuscadas de diccionario y con una hpta lírica q uno queda ª o q sea un pedazo de imbecil arrogante humillador q cree q uno es un tonto descerebrado,1
me gusta ese tipo de persona inteligente y no de las que viven alardeando q lo es es muy castroso q una persona sepa q es inteligente y q de alguna u otra forma lo haga sentir imbecil a uno x no saber algo q para ellos es obvio,1
eso espero ahora veré qué me encuentro el abogado contrario me colgó una vez el teléfono por no estar de acuerdo con su acuerdo y a pair de ahí jamás me ha respondido ni un correo nunca me he encontrado nada igual un imbécil,1
no es ninguna gansada el que debería sentirse imbécil sos vos se te está yendo la vida a relato,1
donde está el domador de culebras alcalde de colón de verdad que ese tipo es un imbécil,1
oye si sabes que méxico es una república y no una monarquía te informo que la constitución política de los estados unidos mexicanos señala el procedimiento a seguir en caso de la ausencia del presidente eres un incendiario social o solo un ignorante imbécil,1
jajaj franco eres un imbecil de mrd,1
lo inteligente es no meterse en medio de conflictos entre imperialistas son conflictos donde los únicos que acaban pagando son los civiles trabajadores el que ha escogido bando y no es rico es un profundo imbecil,1
jajajajajajajajaja ese esdras es el mero imbécil jajajajajaja no puede saber que es parodia la cuenta jajajajajajajaja,1
este imbécil es erc encubiea solo cuatro paletos valencianos vota a esta escoria,1
estaba bueno el chisme con mis amigas y a las 12 me despedi diciendo dirmire mañana tengo un buen de cosas que hacer las amo 2 horas después aquí estoy como imbecil viendo el techo gracias insomnio,1
de verdad este imbecil esta diciendo que los medicos juegan con la salud de los pacienteshay algun fiscal cerca para que investigue david callejo anestesista usamos fármacos a diario menos investigados que las vacunas de la covid _es,1
a esta le pongo nombre yo porfa para mi es la falacia del hombre idiota decir que como a se vio con b ambos profesan exactamente mismas ideas todas toditashay que ser moooy imbecil,1
soy un imán para los weyes pendejos salgo con puro imbécil que horrooooor,1
yo necesitaba un padre no un imbecil mas que me dejara por escoger a otra,1
ustedes son inteligentes yo confundí a yoongibb sugabts con el imbécil de yoosung mysm,1
no grandísimo pendejo no es así la constitución está por encima de un testamento político pedorro que ni la ley contempla te recuerdo imbécil que el mediocre es ese que tú amas y que va a pasar a la historia como fracasado y a ti ni un consulado te van a dar lambiscón,1
trump es imbecil dicho eso los datos son los dato biden ya está peleado con china y rusia mucho más que trump,1
cómo le vas a dar like a little pizza y no a dominos acaso eres imbecil,1
que imbecil que soy,1
detente imbécil quiere que lo mates preferiría que no lo hicieras,1
la nacionalidad tenía algún tipo de relevancia aquí porfavor si no tienes nada con que defendee evitate decir mamadas al azar pq solo quedas aún más imbecil,1
a mucha honra y orgullo sudaca súper sudaca pero jamás homofóbico ni racista no necesito decie caca ni imbecil menos aweonao porque ya lo sabes que lo eres no voy a construir realidad a tu miseria humana,1
ptm un imbecil en toda la extensión de la palabra si no estaba preparado para que carajos postuló,1
nota mental 0323 no dejar que ningún comentario me afecte sea de algún imbecil que trabaje conmigo o de alguien que quiero,1
algunos de los que flashean confianza conmigo me dicen antes me re intimidabas y yo de como un imbécil como yo te intimidaba,1
o sea yo fui imbecil imbecil en el colegio pero rue es ya otro nivel me sorprende hasta dónde llega la estupidez humana,1
javier bonilla valdez es de morena imbécil chimpachairo,1
alsina es otro imbécil ahora le tocaría decirnos cuantos políticos en españa en los últimos 40 años han dicho la verdad y al final tendría que pirarse con el rabo entre las piernas por gilipollas,1
si yo fuera cornuda m gustaría q m lo dijeran la verdad pq no quiero tener un novioa tan imbécil q ni hacerla d callado sabe,1
hay gente imbecil y luego estoy yo kaksjaksjajsjajajajaja,1
años de ventaja a la izquierda española se los llevaba este chileno imbécil este sí,1
a la mierda todo esto me emputó terrible vete a cagar imbécil,1
lo volví a pensar y dije no voy a dormir más vale acá está la imbécil sin sueño we,1
han sacado en tvcyl a mañueco a igea a la poavoz del gobierno y al imbécil de vox cyl se les ha pasado meter al poavoz de podemos en la comunidad que fallo el suyo,1
no sea usted imbecil deje de lado las camisetas y sea objetivo quien esta jodiendo al mundo instalando bases militares por todos lados rusia quien ha utilizado armas de destrucción masiva quien impone sanciones a su antojo empobreciendo paises,1
nadie merece llorar por un goey todo imbécil neta,1
que pelotudos aquellos que se inmolan por cfk o por macri no les interesas imbecil defendete de los políticos en vez de apoyarlos,1
ayuda termine dulce y amargo y wtf literal quede clown hbagsxhy se lo merece por imbecil daeun te amo aunqe si me dolio todo,1
pobre imbecil y sigues con lo mismo quien eres para creer que tus comentarios estúpidos duelen jajaja cuál lucha sin cuael imbecil te debe sangrar el hocico de tantas pendejadas que dices anda a seguir mamando vergas que es lo único que sabes hacer,1
pecueca hpta usted es un imbécil que nunca volverá a ser congresistas guarde este twitt,1
a mi igual me dio pena y eso que odio al imbecil,1
hostia es que llamando socialista al psoe ya demuestras que además de una centralista de mierda eres directamente imbécil,1
que llevará a votar a alguien más imbécil q este,1
venezuela dejó de tener historia democrática hace algunos años recuerda que tú presidente es colombiano imbécil,1
tengo una lista de pendientes y siempre se me olvida revisarla y también agregar los nuevos pendientes maldita sea estoy hao de ser tan imbécil para todo,1
tú hiciste lo mismo imbécil,1
de verdad me siento súper imbecil por ir a clase,1
hoy es 24 de enero día del advenimiento de la filomena socialcomunista de soros y sánchez tengan cuidado ahí fuera hay mucho imbécil,1
zaz expeos estoy hablando con el imbécil no con el mejor,1
este imbecil ha dejado de tomarse la medicación,1
eres un chairo imbécil,1
eres igual a todos imbecil,1
a alfonso roldán eres un ignorante benito juárez era muuuuy diferente a éste imbécil mequetrefe,1
desde las 745 viendo lo imbécil que son algunos,1
porque eres tan imbécil deja de victimizar a un incapaz y razona,1
imbécil no pasan de ver rcn tarde y noche,1
en q momento pensé comerme a este q se hace el bueno y es un imbécil,1
amloco se cree hugo chavez heredando la presidencia a maduro o se cree lenin dejando su testamento o fidel castro con su hermano raul el imbécil dictadorzuelo ignora que hay un constitución que indica que hacer en caso de que dios así lo quiera se muera de una vez,1
vaya imbécil se ríe de gente que ha ido en coche sin viaje oficial a un sitio alejado en medio de la peor ola de frío del año en cuaa división respeta un poco,1
en mi defensa soy imbecil,1
todos los días se vivien pesadillas con la violencia en este país este imbécil es un irresponsable al pensar q se puede dejar pasar esto es eventos como si nada,1
jsjajaj soy re imbecil gracias sofi x explicar,1
me estoy riendo como imbécil con esa página jajajajajajaja ayuda,1
oye burro imbecil vetó todo el proyecto de ley de pabel si entiendes que tu banquero le impoa más la banca y los empresarios que la gente,1
yo cuando sé voy a hacer algo imbécil pienso q haríapensaría xie lian de esto me doy cuenta lo gil q soy ysi esquizofrenia a tope,1
imbécil pq lo hiciste,1
imbécil si tenemos el turismos más barato de los destinos europeos porqué lo llamamos turismo basura,1
soy imbecil el próximo día puedo ver antes de salir de casa q está lloviendo,1
comentario imbécil hecho por un imbécil,1
muy imbecil de mi pae,1
yo a fezco me lo hubiese agarrado después que lo re contra cago a trompadas al imbecil de nate lexi ese hombre grita sexoo tenes que ser más rapida conchuda,1
pero que te comiste pelotudo para pensar que todas las minas andan atrás tuyoimbecil,1
este imbécil peenece a uno de los paidos más corruptos de la democracia española,1
le callo un ladrillo de dolares en la cabeza y lo dejo imbecil y sin convicciones al cobarde de,1
te juro que al final me voy a ir de todos mis grupos de amigos y quedarme solo con sara ainhoa candela y espe que desgaste emocional te lo juro,0
para salir interesante en la foto el teléfono que lo tiene ala derecha lo cruza por todo el cuerpo con la mano izquierda para que se vea todo muy natural lo del imbecil este,1
el anon menos imbécil,1
que asco que doy no puedo ser tan imbécil,1
tiene el mismo efecto que el catalizador de un auto reduce las emisiones contaminantes el cubre bocas reduce el estupido aliento que produces imbecil,1
nunca lo haría eres mi imbecil favorito,1
desde tu padre sobón de dictador comunista y ahora tu siguiendo sus pasos sobando y lamiendo axilas de comunistas imbécil,1
nos vendieron que eran 100seguras hoy ya son rare cases mañana serán no tan rares y pasado frecuentes cases veremos quién rie último si no te das cuenta de que manipulan la info que van dando en lugar de tratae como a un adultoimbécil eres tu,1
más linda no puedes ser soulmate más imbécil tampoco eres tan diveida 3 amo ke seas de las pocas personas q logra sacar mi lado extroveido hanyu me dijo por dm que te ama i eres su única novia te amamos amdu best hanyu stan,1
xq claramente es una niña pedazo de imbécil,1
suee puto imbécil,1
yo cuando jugaba bedwars la mitad del tiempo me daban cslmabres en las manos a lo imbécil así que ahora me dedico al tnt run,1
está la gente imbécil y luego está el nivel turista holandesa,1
yo estoy hao de ver gente imbecil,1
con este gobierno también se puede ser imbécil teodoro tú eres el más claro ejemplo de ello,1
pues si lo van a terminar no como la refinería que hizo calderron upss solamente una barda que costó millones y hasta tu imbecil pagaste también y nunca te vimos quejae,1
su mamá que tiene la culpa de tener un hijo tan pendejo verdad tan estúpido tan imbecil,1
pensé que había sido la única imbecil que batalló jksjskaj,1
toda la pandemia saliendo a lo imbécil y me vine a contagiar en mi casa jajdjajsbbdhsab,1
neta no sé quién fue el imbecil que empezó a decir eso,1
tan imbecil que te deje sin argumentos,1
velez es un imbécil un acomodado del establecimiento no me impoa mentir desdibujar la verdad es increíble que haya gente que lo escuché lo saludo x acá imbécil cómo me tiene bloqueado es difícil hablar en otros espacios,1
si lo recordará te lo diría aquella noche borraron el recuerdo de el imbécil que lo hizo,1
busca público en otro tl imbécil,1
imbecil se le encomendó cumplir y hacer cumplir la constitución y las leyes no destruir un país,1
sos un imbecil yo con esa cara tmbn te cobro eso la entraña el dolar oficial es lo que pagas los alimentos bobo,1
el hocico eres tu bro tirando mierda a diestra y siniestra sin haber visto el paido jajajaja que imbécil la neta,1
deja de llorar imbécil,1
es un imbécil no hay nadie al volante,1
mire como el rocko me miraba y casi casi pude leer su menta pensando en lo imbecil que soy y yo en mi mente decía se lo que piensas y estoy de acuerdo contigo me sentí bien humillado por que caí de culo como un bebote,1
últimos estudios sobre el compoamiento político de nuestra población indican que uno de cada tres seguidores del fujimorismo y sus satélites es tan imbécil como los otros dos urge mayor presupuesto para salud mental,1
yo quisiera saber el verdadero papel de la argentina máxima zorreguieta detrás de la entrega de la argentina toda a una experimentación farmacéutica lo digo porque su suegro creó el grupo bildeberg argentinoa que no vea estoes un imbécil,1
soliya mw dejo al descubieo q imbécil,1
claro q t extraño imbecil,1
pa eso es colaborativa po saco de weas pa q saqui y pongai canciones imbecil,1
clasista imbécil,1
y tu abusivo aceptaste que un pueblo oprimido y sufrido pague tu campana claro la plata que cerron robo al pueblo de junin pues pq eres tan imbecil la verdad que ni ollanta ni toledo fueron tan imbeciles,1
las lamiditas de esa idiota 𝐆𝐀𝐌𝐁𝐀𝐑𝐄 imbecil descerebrada ᅠᅠ tela destrozó posando contra su carita esa vergota equina de gordas bolas tambaleantes,1
jajajajajaja imbecil,1
que este imbécil retardado este todavía en la presidencia interina de venezuela reafirma que la lucha de la libead en venezuela solo fue y es de unos pocos miles,1
nunca perdes la opounidad para insultarme verdad imbécil,1
hay que estar muy imbecil para paicipar de este tipo de retos absurdos por eso me parece la segunda peor red social solo después de,1
no mames me puedes pasar el dato de cuánto tardó el tuca ferreti en dar resultados pinche bufón imbécil,1
le dio igual jajaq imbecil soy posta,1
y el club inglés se prestaría para eso deja de ser imbecil si podes,1
primero pon tu foto y despues puedes opinar imbécil,1
jajajaja menudo imbecil,1
también tic tac adán sabes que al jefe no le gusta esperar tienes 24 horas a pair de vaya este instante no sabes el odio que te tengo ahora mismo puto imbécil,1
yo para cagar me inspiro en el sorete del totuer imbecil,1
como siempre haciendo el imbécil,1
he hay el problema de tener un imbecil semoviente como gobernante de turno,1
ya se enojó el imbécil de las fuentes confiables pobrecito idiota,1
eres un grandísimo imbecil,1
no hay chance de que sea tan imbecil así,1
yo siempre he tendió una teoría y es que dalas review simplemente copio un formato de personalidad en plan es curiosamente similar a holasoygerman ósea ser un imbécil a tiempo completo,1
buenos días eres imbecil main disfruta de tu dia,1
aprende gramática y a formular correctamente las frases paleto imbécil,1
tengo familiares que han mueo por cáncer imbécil pero me parece execrable que lucren con las víctimas,1
esa tía bien imbecil o esta mal asesorada el tc les va rechazar su demanda y no hay cuestión de confianza por una reforma que pretende convocar a una asamblea constituyente el aiculo 206 ya esta escrito que toda reforma const pasa primero por el congreso,1
esta cuenta es solo amor y paz a menos que venga un imbecil a joder y me quite el modo zen,1
son politiquerías diría el imbécil loco pendejo de palacio o como era,1
gente deseando que el estado sea todopoderoso como si eso tuviera algo de positivo se ve que no ha habido ya suficientes ejemplos en la historia reciente pués de cabeza vamos una vez más que lástima haber coincidido en esta época con tanto imbécil,1
el pipa volvió a boca solo falta q vuelvas vos a mí imbécil,1
el congreso es del pueblo no de un imbecil con guaruras golpistas en helicoptero coman mierda y,1
no leíste ahí arriba imbecil claramente ceificado obligatorio de vacunación e identificación digital,1
no pasó nada malo se rió de la situación y yo cagada de miedo soy imbécil,1
si cambias la contraseña coan la cuenta imbecil,1
el chat de may mejoró mucho hay más mods y la gente se compoa mejor que antes a veces se escapa algún que otro imbécil obviamente pero son pocos en cuanto al chat de nexx se puede mejorar bastante xd,1
literalmente me compre una cama doble y solo duermo en uno de los costados jajjajaaja soy imbecil,1
pues pura pendejada como siempre escupiendo imbécil de mierda,1
no puede ser que este hombre haya sido tan imbecil para haberla engañado si la amaba tanto lpm,1
jajajaja el propio payaso este imbécil,1
inveidos dice el imbecil,1
me he dado cuenta de que llevo mucho aplicando un enfoque erroneo en un tema en concreto y me siento super estupido por no haberme dado cuenta antes y quiero gritarme a mi mismo por imbecil,1
estaba tratando de dormir y el imbecil de mi vecino de arriba empezó a hacer un desmadre y ya me despeó y todavía se ofende de que le digamos que trae un escándalo a esta hora,1
que se ponga a investigar más lo que pasa en el mundo las marchas en todo europa el imbecil,1
m pasa x imbécil,1
qué clase de gusanos vivirán en el cráneo de este pobre imbécil,1
no tengo q sopoar q m trates así imbecil,1
me fascinaría tenee enfrente para escupie en la cara imbécil,1
y todavía dice el imbécil de alvise que es competencia del ayuntamiento cuando es competencia autonómica el bulo y sus fantoches,1
solo digo la verdad hna cele no tiene la culpa de que vos seas una imbecil,1
el imbecil de arce retuiteando cualquier estupidez,1
y aquí estoy de imbécil respetando a alguien a quien ni siquiera le impoo,1
jorge el curioso se hizo daño por imbécil,1
probablemente soy el tipo más imbecil del planeta,1
me maman los videos del imbecil que tiene un mapache de mascota,1
es peor lo que está pasando en nuestro propio país tarada por culpa de todos ustedes quienes son unos borregos sumisos del pelele y que solo obedecen órdenes torcidas y caprichos del imbécil bukele se están cagando en el país ratas devuelvan lo que se están robando,1
actúa como imbecil,1
el que no se da cuenta que va a haber una quinta temporada de el marginal tiene que ser imbecil,1
abuelo directos no te estarás equivocando de persona atontao tu cuando respondes a alguien te paras a mirar a quien contestas o vas por el mundo haciendo el imbécil siempre,1
pobre imbecil no sale de su mundo de fantasía cada vez su salud mental está más deteriorada,1
imbécil cerebrito de libélula salvo que seas galperin hoy me pongo yo pero mañana me vas a pedir el pomo inutil,1
enorme y valiente este pueblo imbécil ha entregado a sus hijos y ahora el estado se los quita a sus padresmanga de tarados si no salen ahora a las calles en defensa de sus hijos guarden sus lloriqueos y su vergüenzacobardes,1
textraño por el día cuando estoy comiendo hasta cuando me estoy riendo a carcajadas cómo pudiste ser tan imbecil chico yo te adoraba,1
por escuchar imbécil nací,1
está descubieo el hilo negro este pobre imbecil,1
llego un pendejo a pagar 2350 pesos con uno de mil a las 824 de la mañana no lo mande alv por que preferí hazlo esperar pa conseguir feria pa que se le quite al imbecil,1
desactivó será imbécil,1
tan facil es dejarme de contestarme imbecil,1
no le contesto a alguien por tantas horas después me da vergüenza hacerlo y lo dejo ahí jajaja cuando va a ser el día que deje de ser tan imbecil,1
pero que pedazo de imbécil todo el país entonces ya sabemos quienes son los responsables del fracaso de esta temporada esa argumento que usas también aplica para macky y casandra no el discurso no tiene que cambiar ahora que es una roja ni modo pendeja te aguantas,1
la imbécil de nos quiere hacer creer que gramsci luchó por la libead esta pendeja no tiene ni puta idea de lo que es el concepto de libead gramsci de luchador por la libead tienen lo que una puta poligonera tiene de virgen,1
ustedes son unos mentirosos ademas de exponer a las personas a cualquier imbecil que su noe es cagar a los demas y uds siguen aplastandose las pelotas y veneficiandose de todos ademas de tener un poal y los medios de contacto son,1
la cara del imbecil de me vale madres tu problema patético el señor,1
es increíble como cambian algunas personas y lo imbecil que fui al darle más opounidades,1
típico corrupto apátrida podrido hasta la médula funcionario de bruselas payaso sin ideas cambia chaquetassoplapollas jódete imbécil,1
pues hay que recordar que boris jhonson es de los tres imbéciles que desde el 2020 decían que el covid19 era un gripita boris jhonson bolsonaro y el más imbécil de los tres,1
parecía un imbécil entonces vestido de no se sabe cual personaje ridículo probablemente sigue igual hoy o peor el socio perfecto para el de amp co,1
q te pasa imbecil,1
si no fueses basura nadie te diría nada deja de mancillar la profesion imbécil,1
me iré a dormir hoy fue un día genial gracias a y gracias por ser unas personas tan buenas conmigo a pesar que yo soy una imbécil a ustedes dos les deseo que tengan una linda y maravillosa noche lt3,1
qué tal imbécil,1
mira tío la vida ya te va a dar patadas por sí sola sabes no seas imbécil y te las des tú mismo cabano,1
me cae q estas bien imbecil vato,1
wordle es 56 lo podía haber sacado antes soy imbécil,1
qpdo con este puto perro de q se la da el imbecil q se tiene q meter con niñas nmms jajajajaja,1
the audacity of this bitch tiene al cerote q ha recorrido como mil paidos con tal de serguir güeviando y me viene a decir imbecil,1
no entiendo como pensaron que maddie ya no volvería con nate maddie al igual que cassie dependen totalmente del imbecil de nate pero por diferentes razones maddie cree que se aman además de que sabemos que gracias a él espera tener la vida de lujos que siempre quiso,1
yo creo q nate como el imbecil del año ya pasó y ahora todos tamos fijos en rue porq si la esta cagando pendejazo,1
un imbécil completo,1
pinche vato pendejo imbecil perfecto,1
hay que ser imbécil y eso te sobra hdp,1
jajajajja putin es un rato a putin ni se le acerca jajajajja imbecil será recordado por ser el genocida número uno de la historia española,1
oye y quien gobierna ahora que ha hecho el presidente actual nada imbecil nada no ah hecho nada el presidente actual porque es como los anteriores,1
simplemente la gente es completamente imbecil,1
pobre pendejo creyendo que eua y méxico son iguales solo un imbécil como tu hace comparaciones estúpidas donde tú argumento explica al mismo tiempo la idea que tratas de demeritar chinga tu madre,1
qué loco que este imbécil sea el periodista más seguido de venezuela,1
vean como neuromodulan a través del celular por eso la humanidad está imbecil,1
oye tú imbécil afeminado ignorante y nefasto sabes que es estar en lugares donde hay gente que recorre distancias largas para trabajar a dónde tu pisas pendejo supongo que sí pendejo,1
de la que te salvaste hijo de puta te juro que le tenes que agradecer la vida que mucho que te iba a pegar imbecil malparido de mierda,1
denunciado por imbécil troll facho,1
armando eres un perfecto imbécil,1
lol me bloqueó el otaku de mierda imbecil,1
vean las mañaneras jajaja supongo que tu las ves y por ende sabes el porqué se tiro dinero a lo pendejo porque el tren ya no pasara por ahí no mejor di que estas enamorado de amlo te ves menos imbecil,1
tarado votamos por continúa un proyecto de desarrolloy este imbecil a coro con uds destruyo todo q te quejas ahora haste cargo imbecil asume tarado aplaude a tu papá q manda a decir q no te atraces con los impuestos q juro no habrian aun te quedan 4 años disfrutalos,1
gracias imbecil por hacerme arrastrar sus playadas y perjudicar mi hermoso presente,1
no vomites deja de llorar no seas una imbécil y actua como tal ya muy mayorcita no,1
a ver pendejo y quién es un mueo para dejar directrices igual de imbécil que el kks,1
qué se siente ser tú el imbécil que tiene resentimiento y odio hacia un grupo de gente minoritaria que no te hace ningún mal tu odio y resentimiento deberían ir para los políticos que han tomado políticas de control terribles que no han servido para un carajo,1
todo es tristeza que te costaba hacer un gol mas imbecil,1
éste no es el imbécil que repite y repite que en colombia estamos en una dictadura uribista entonces sí hay libead de prensa y derechos humanos ese discursito chimbo y contradictorio sólo se lo creen personas con deficiencia intelectual como,1
wordle es 56 no la he aceado mas rapido porque soy imbecil y he intentado la misma letra en la primera casilla es super facil este juego o soy yo,1
me llevo el premio a la persona más imbécil del año,1
miraaaa rascabicho esa cara de imbecil no se te quita ni volviendo a nacer,1
a quien le decís imbecil,0
es que la neta puro imbecil se llama pablo,1
emily deja de pensar en ese imbecil,1
hay que ser un poquito imbécil para reirse por esto la mayoría de mueos son antivacunas,1
pulgares infiltró por su boca expandiendo esta misma en aras de visualizar su interior se aprovechaba de que quedó estúpida obvio lamida regaló para saborear espesa saliva encantado por esa carita de imbecil gtgt,1
la mayoría de mueos son antivacunas hay que ser un poquito imbécil para reirse con esto,1
ahhhhhhh pero si yo subo que manera no das más de imbécil,1
las flores mas culeras que se pudo encobrar el imbecil idiota,1
eres imbécil si se llama latinoamericana es 0or que las lenguas es del lago fuera diferente di dijera noeamérica o sudamérica ahí si tendrías razón al méxico no se de sudamérica,1
para mí eso lo hace valiente aunque no de la forma adecuada se puede ser valiente y ser un imbécil sólo recuerdo que el valiente de james potter se dedicaba a hacerle bullying a snape,1
este tío es imbecil,1
lla no ez komo antez un imbécil ignorate y pendejo chairo,1
eres imbécil de remate no insistas por favor ten un mínimo de dignidad anda lee y calla por favor calla,1
no estúpido porque los están entregando porque la gente se está infectando ya quisiéramos imbécil tener ese kit en estados unidos donde nos tenemos que curar todos con té de jengibre naranja y limón y aspirinas porque no existe una medicina ni en la farmacia ni en las clínicas,1
diría como con samuel 10 formas de acabar con sus aspiraciones políticas pero ya vimos que ser imbécil no es impedimento,1
es obvio si es por cuernos no hay justificación para volver excepto que seasn imbecil,1
dios que imbécil,1
voy a hacer lo q a ti te salga la polla imbécil asesino,1
hola estaba en la guardia pense q ibamos a ir por mi pero resulta q a mi papa le subio la presión la cuestión es q me puse a mirar videos de exo y sin querer me rei muy fuee quede como una imbecil kpopie mugrienta,1
le dije a luz q se me coo la luz q tenia miedo y me dice prende el velador dios q imbecil q es,1
será coña no este tío es el mayor imbécil y con más mala leche que ha dado europa desde el paleolítico superior,1
asqueroso xuco cobarde giammatei no quiere que los niños salgan adelante inventando contagios imbecil corrupto quiere cerrar el país para juramentar otra vez la perra de consuelo porras,1
pero duerme q no tienes clase a primera imbécil,1
qur asco este inútil imbécil,1
como si no sabes nada puto pendejo cuando en tu puta vida hagas ejercicio o algo me hablas imbecil el cerdo lo dices por que te reflejas verdad puro cerdo de mierda,1
que es un pobre imbecil,1
justo pensé eso cuando la vi mentirle descaradamente a su hermana perra imbecil egoísta,1
como hay gente imbecil la concha de la lora,1
esta imbécil empezó a ver la nueva temporada de kny desde el arco del tren como si no hubiera llorado suficiente en el cine,1
estás funando el local o te auto funas tu imbecil,1
te voy a contestar con la misma palabra estúpida imbécil que dices dime cuánto te robo don serote y dime dónde tienes las pruebas porque el imbécil que hace una acusación sin pruebas no solamente queda como idiota sino que es un chambre de vieja p,1
sdw tenis siquera la mas minima idea lo que significa una guerra civil imbécil,1
ja ja ja un poco más y esa mujer llama al imbécil de figari,1
por encima de lo divino y de lo humano escuchándole uno se pregunta quién es más imbecil el tipo que así se expresa sin inmutarse o el auditorio que lo contempla idem,1
los tweets de imbecil q tengo q leer mepa q dejar de seguir,1
el que æ me diga peruano imbécil o derivados se ha vuelto un día a día que me ha empezado a gustar xddd,1
sho q imbecil jajajajajajaja,1
tu sabias que las farc se mantienen del narcotrafico sabes q las farc mandaban droga por los pueos de ecuador y que lo sabia te haces el cojudo o eres imbecil mejor cállate que das rabia sabes que hoy los narcotraficantes tienen sus estructuras bien formadas,1
no me likees la historia imbecil respondela,1
todo para que el imbecil de nate terminara con maddy,1
hipocrates era médico no filósofo comunista imbécil,1
