dato,etiqueta
q comentario más imbécil hay q tener un alma muy negra pa festinar con la muee de un niño,1
ud si es imbécil precisamente los esquemas están para que quienes los necesitan no usen armas,1
este otro caso no es viejo y el video es de un caso de bahía blanca así que para opinar al pedo mejor no opines imbecil,1
adivinad quien es el pendejo estupido imbecil malparido aweonao de mierda qu se ha levantado a las 450 am para q al final el examen y las tareas sean para mañana,1
no sé que les arde tantoooo yuya a trabajado años y eso le permitió darle una buena vida a su hijo y que su maternidad sea deseada porque tiene todo para él dejen de hablar desde la envidia y desde su mentalidad tan imbécil,1
generoso o imbécil,1
feliz cumple imbecil pasala bien,1
no cabe duda que el peor enemigo de un perro es otro perro o el de un gato otro gato que dicho mas imbécil,1
pues si debería ser ejemplo así nos librariamos de gente imbécil como ella de las escuelas,1
callese imbécil,1
por imbecil por inepto por ratero por corrupto por nepotista por narco por mentiroso por saqueador por genocida por negligente por retrógrada por mal hecho por totalitario,1
no te empeñas en explicarle a este imbécil que se mete al ring y no sabe luchar,1
que pendejo mamabicho lambebicho anonao hdlgp que busque quien lo pise al maldito imbecil,1
pues el pueblo no creo el pedo esta en a basura que esta al frente del por que esos imbéciles son los que permiten que estás pendejos esten ahi en lugar de que esten investigando de donde a sacado tanto dinero para lavar el imbécil de,1
no se te quito lo sapo a vos dagobeo valla mierda de persona sos imbecil,1
el más estúpido que te metes a la política y ni siquiera la conoces imbécil ese no es nepotismo idiota cuando los dos ya han estado trabajando y uno no ha contratado al otro son dos esposos que trabajan para el país imbécil culicagado,1
es que nos heredaron imbecil,1
culpando a las víctimas hay que ser muy imbécil,1
wey neta que a veces soy bien imbécil,1
imbecil deja de crecer,1
gente imbecil y este viejo que piensa que a uno le regalan el dinero eso a vos que por hablar estupideces te pagan,1
cassie está at her lowest y ese vato sabe se aprovecha pinche imbecil lo odio,1
páramo otro imbécil correista que piensa que la sierra es solo páramo por eso no me extraña que este imbadida de monos delincuentes que votaron por arauz,1
cada vez eres más sinvergüenza e imbecil,1
en que pensaran los que hacen esto que la gente es imbecil,1
una mente sabia y sensata mas no un cretino e imbecil como salinas pliego millonario de arrabal sin la minima esucacion,1
vaya protección que brindan los pendejos que idolatras imbecil,1
todo imbecil,1
pues si al sr presidente no le enjaretaron un bastardo que no es de el colo se aprovechó un día el el imbécil ladrón genocida de llego hasta su puta madre de briago como casi todos los dias y un tal lozano gracia pues se aprovechó del borracho,1
realmenteque imbécil que eres,1
me siento la más imbécil de todas,1
otro imbécil que sigue creyendo que la vacuna es la solución contra el covid investiga un poco y apaga la tv,1
qué historia la que reveló su mujer este imbécil nunca debio nacer,1
dross ridiculo imbecil estupido cretino tarado asno infeliz mongolico imbecil,1
joder que imbecil tienes que ser 100 memes llevas jajaja,1
decime pedazo de hijo de puta pelotudo de mierda y qué solución le dieron estos delincuentes que vos apoyas macri nos quiso dar una república pero este pueblo imbécil e ignorante eligió pura mierda,1
bien imbecil soy,1
cuidado lo imbécil se contagia,1
posada es un verdadero imbecil,1
mi pregunta es vos filmaste y no le hiciste bulla perdoname pero así no eraimposible observar semejante acto tan primitivo y guardar silencio dios quiera que se haga justicia se capture a ese imbécil y pueda darse un borondo por la prisión quizá allá le den igual dosis,1
otra vez soy una imbecil esperando a su hombre,1
me cae mal el héroe de la bicicleta ha aparecido como dos veces y ya no lo sopoo siento q es medio imbécil,1
te odio imbécil,1
llorarle a la pantalla del teléfono como imbecil is my passion,1
buenos días lunes érase una lengua viperina un tuitero falaz de verbo estorbo un imbécil con cara de aspirina un sobrino bastardo del vil morbo una espada pueril de anonimato un hao de vivir y de la vida un cojo de mente un desbarato un absurdo de hombre y su querida,1
nate eres es un imbecil,1
no se en que momento me olvide de poner una derrota en el record soy imbecil y nadie me dijo,1
la cara de imbecil no tiene precio una gran pena lo que pasa en este país,1
jajajajaja con respeto a tu presidente y todo lo que mencionas menos la pandemia obvio siempre han faltado y sumale presupuesto con el cual actualmente cuenta pero me cansa explicarle a un imbecil que voto por la sra k,1
igual de p3ndej que el imbécil de palacio,1
pero que imbecil es usted señora,1
ustedes y sus términos reales será que el pueblo es tan imbecil para no comprender aritmética básica,1
jajajajaja imbecil,1
veni pue a dormir conmigo imbecil,1
jajajajajajajajajaja que imbécil,1
qué pena dan fascistoides debe haber comisiones para tamaulipas jalisco guanajuato donde manda el narco estados donde feminicidios desaparecidos ejecuciones son a diario buen chayote distribuye corrupto y saqueador para que este imbécil tuiteé estupideces,1
la contra marcha sería épica y mándeme a tomar pastillas a mi imbécil,1
a la señora que me dijo hoy en el trabajo que soy un imbécil espero que encuentre paz en su vida,1
medio imbécil hablando,1
la cnn es globalista pero no imbécil no va rebajarse a coordinar algo con un payaso de la talla de castillo,1
mira que hay que ser imbecil,1
dios darix eres imbecil o que,1
fue presidente de nintendo vale más que 1 millón de tus compañeros piperos así que demuestra más respeto ignorante qué mierda es una nintendo nx imbécil,1
no eres más imbécil porque no prácticas es la misma por la que no lo dejan matricular usa el cerebro es gratis y te permite razonar,1
nada acabarías odiandome y quizá con el tiempo pasando página pero soy un imbécil egoísta porque al mismo tiempo esa idea siempre me ha destrozado tragó saliva inspirando hondo mientras le pasaba con cuidado el agua por el pelo para que la sangre de ahí comenzara a gt,1
nonon las humillaciones a las que me estuve exponiendo ultimamente con x persona jajajsjajs real mas imbecil no se puede serr en la vida el verdadero amiga date cuenta eraa,1
deja de romper las pelotas imbécil anda a llorar con la pa de tu madre,1
la mayoría en amistositos 8 por eliminatorias 1 en un mundial o hablas por hablar o eres un imbécil,1
fue a la mañanera y le pidió protección al viejito imbécil ese al que no le impoa nada que no vaya acompañado de una reverencia a su persona hoy está muea y no habrá consecuencias el pais más peligroso para ejercer el periodismo sigue con tus abrazos,1
insistan en denunciar esto no se puede quedar impune por la vida de todos esos angelitos si la policía no va agarren a ese pendejo linchenlo entre todos ustedes y denle veneno a ese imbécil maldito total es una escoria a la sociedad,1
aquí donde me ven soy una imbécil,1
y no les vasto eso ahora a este imbécil vividor no es mas que la viva imagen de la degradacion de este país lo que deberían de hacer es investigar a este dizque actorcillo de 4 de dónde saco los recursos para chingarse al pueblo,1
pedazo d trolo imbecil,1
ya ni comentar el imbécil de se tiro de cabeza a la fosa del nomames,1
pero cualquiera tiene sentido común uno de rodea de los mejores profesionales este señor castillo es un imbecil pobre diablo un retrasado mental,1
silencio pendejo aheuvonao culosucio cara de potodeja de comentar estupideces puto imbecil pendejon y pongase a jalar tremendo lloron de 30 años pareces conchudo codos negros,1
que se tomen la pastilla mejor los masridistas y los árbitros para que sean un poco más coherentes y dejen de pitar a favor del madrid imbecil,1
min 90 para hacer 433 con pedri fundido y perdiendo pelotas desde el min 60 imbecil ignorante,1
y tu pobre imbecil no sabes donde estas parado vergüenza de militar cutrero coimero mafioso sinverguenza aprovechador fujirata vende patria,1
esta es la realidad de los paidos parásitos mediocres que hay en nuestro país y el problema es que para muestra lo que pasa en nuevo león el ine permitió el fraude de movimiento ciudadano y el imbécil sobrino de el ya famoso narcotraficante esta de gobernador,1
haber cuando vas a volver a hacer un plantón en el ángel protestando por esos asesinatos como lo hacías en el gobierno anterior o solo era campaña política a favor de imbecil cacaganso,1
fresco juanpis gonzález jajaja que oso weon jajaja ya imbecil no me voy a desgastar con pirobos como ud vaya a donde su papi a qué lo concientan bobazo abrase,1
algún día dejaré de ser tan imbecil no lo creo,1
deja d grabar y baja a ayudar imbecil ni dos dedos d frente,1
nonon las humillaciones que estuve teniendo por una persona ultimamente les juro q mas imbecil no se puede ser en la vidaa jajsjjsjsjaj el verdadero amiga date cuenta eraa,1
tengo la nariz tapada y estoy hablando como imbecil las consecuencias de andar llorando,1
imbécil y estúpido la gente se moría en la calle no mames idiota ahí te ves ignorante,1
andate por favor me haces mal y al sabef que mr haces mal parwce que me gusta porque soy re imbécil y me quedo ahí,1
perdimos por el imbécil de daboll allen y su brazo te pudieron dar 21 pts o más en la primera mitad y el calvo decidió correr en situaciones de largo yardaje que terminaron en despejes incomprensible ojalá se largue pronto porque es el cáncer del equipo,1
soy un total imbecil planeando viajes lmao solo voy esperando literalmente no morir,1
esta vivo sjxkska be more chill me hizo pensar que estaba mueo aaaaa perdon por ser imbécil sndnsns,1
cállate imbécil,1
nada se puede arreglar con un lo siento imbécil,1
voh no le hay volao la raja a nadie imbécil los zurdos te lo mandaron guardar por la raja a voh ya votaste ahora te dicen piérdete aweonao,1
sin duda alguna es el examen que peor llevo y mira que podía haberle dicho a cristián oye hoy quedamos para que me des clase pues no soy imbécil,0
que imbecil la peor clase política de la historia solo preocupados los últimos 30 años de saquear el estado veremos cuántas promesas de las muchas que hizo el gordito para salir elegido podrá cumplír jojojo,1
así es soy imbécil por poner mi cumpleaños perdí mi cuenta alterna de twitter que idiota,1
luego por eso es que el imbecil crece y no acepta un no ni acepta el rechazo,1
ya lo hablamos y ya hicimos las paces lo cual obviamente no quita el hecho de que fui un imbécil por no pensar antes de hablar,1
vándalo imbécil,1
ese imbécil es un circo,1
cállate imbécil todo sabemos como se llama esa caricatura todos no eres influencer no eres nada por tener 40 vistas em youtube cállate um rato wn de mierda,1
pero es q a este carajo no hay q pararle mas bola es un colaboracionista punto además de imbécil haberse burlado de el gobierno d trump lo condenó por siempre,1
hay que ser imbécil para emitir un comentario como el tuyo ese gobierno comunista al cual le chupas debe largarse,1
esta semana seguramente va a salir a decir que se dejó asesinar para perjudicar la imagen del presidente estamos sometidos por un imbécil y su secta de pendejos y lo peor de todo es que no hacemos nada,1
un claro ejemplo que si no sabes el contexto suficiente quedas como un imbecil comentando,1
peinado y a dormir imbécil,1
solo el imbécil de dice el mantra de la falta de pruebas tiene que salir a mentir para que su jefe lo mantenga en gobierno,1
uno se cansa de rogar y ser tan imbecil,1
proyección un imbécil clasista marcando el territorio donde los inferiores a su clase no deberían poder acceder,1
ha jajajajajajajajajaja estos tipos estan perdidos no solo es la gasolina son muchas muchisimas cosas este tipo sí es un imbécil q manera de exponer su pendejismo seguro ya ni te respondió,1
definitivamente este man es un idiota un inepto no está bien informado no siquiera para relatar baboso que salió de la nada y se cree que es la última palabra encima cree q es cuestión de camisetas retrasado no ve las estadística de informese antes imbécil,1
lo quiero cagar a piñas a elliot por meterse en el medio de jules y rue y también a jules que cae por el primer imbecil que le dice que tiene buenas tetas,1
reverendo imbécil en vez de andar de chismoso en twitter presenta una denuncia ante las autoridades correspondientes,1
no es peligroso las criptomonedas existe gente que es imbécil y no sabe inveir me parece una total demagogia comparar la inflación de argentina con la de estados unidos por cieo la inflación es siempre y en todo lugar un fenómeno monetario,1
y quien es este imbecil,1
que imbecil hrmno pobre de la polola,1
y por si no sabía el arquero va para 35 años o porq cree q llegó a colombia porque por viejo ya no tiene mucho mercado en ligas competitivas imbécil no escriba pendejadas,1
madre mía esa imagen que grandísimo imbécil,1
hice q me reembolsen 80 pesos q me queria cobrar uber d onda jeje estas hablando con un hacker no t pienso pagar si sis imbécil,1
este imbecil piensa que solo es tv basura y diarios basura papi la ciencia avanza si no te das cuenta,1
ah qué éotl y sus idioteces si el sujeto no fuera tan imbécil sabría que la constitución contempla también cuando no hay bulto para llenar el espacio así qué si quiere orita mesmo pos ahuecándole mi buen,1
eso no es justificar nada las cosas se llaman por su nombre y nepotismo es la contratación de familiares del presidente lee un poco no hay que ser tan imbecil,1
zero majin eres un imbécil,1
ese hijueputa si que es imbécil,1
que no se te olvide que los orcos te dieron trabajo imbécil,1
ese gilvonio es un reverendo imbécil,1
ufff tengo bastantes desde el imbécil de ace hasta lo pecho frío del autor pero me quedo con el franky kentaurus es lo mejor que nos ha dado franky por el mismo en lo que va de la serie con los panas tenemos el doking owo,1
vea imbécil lo q ha jugado el q ud ignorante dice q es de los mejores de la selección peruana imbécil,1
que les ponga el vídeo ese y les diga que son políticos en su ámbito de trabajo no en una boda haciendo el imbecil a ver qué les parece,1
el negrit0 de camisa floreada que bronca me da forro hdp como vas a pegar así imbécil en el piso una banda contra uno y le pegas un patadon en la cabeza,1
los niños tienen derecho a una familia que los cuide y de amor imbécil la heterosexualidad o la pareja heterobormativa no garantiza nada,1
al fin tuve el gusto de bloquear al tal jorge castro supuesto diputado semejante imbécil,1
de nada sirve esas protestas para repsol porque estas empresas contaminadoras tienen a su kongreso y gente imbécil que vota por ellos como porki chika lampa acuña soto podemos todos delincuentes que viven de coimas,1
yo conozco personalmente a john milton y puedo decir con toda confianza que es un imbécil ni laje llega a ese nivel de bajeza,1
oh ctm encontré una wea muy bakan y una dinámica terrible entretenida y estaba re piola leyendo los comentarios y salio un hombre culiao imbecil con sus chistes de violaciones y pedofilia los odio wetas reculiaos,1
tengo bn gusto imbecil,1
troll pelotudo imbécil detected,1
pero sin chillar imbecil,1
ahora estás a favor de pinochet qlo imbecil,1
ivan duque es un imbecil,1
me tienen podrida llamando a esta hora con el famoso hola maaaa llora lo que quieras imbecil mis hijos duermen lo que no le dije,1
es verdad que no es su culpa pero no mamen parece que tiene retraso mental ese pendejo ya cuando su mayor logro en un paido es no resbalarse es que se está pasando de verga chinga tu madre vee jugar me da unas inmensas ganas de quitarme la vida puto imbécil,1
imbécil si uno fuera de los mejores de perú no estaría en colombia si el otro no fuera viejo no estaría en colombia imbécil,1
repito la misma historia hace años y no cambio más no sé si soy imbécil o re imbécil,1
parce a mi me dio como tristeza con cal el nate care qlo si se merece lo peor ya es muy pasado de imbécil ese hp,1
tu pinche cara de imbécil y estúpida,1
un viejo imbécil defendiendo que otro viejo imbécil atente contra la legalidad,1
me va venir definitivamente mi regla estoy llorando por ese imbécil y yo no lloraba por él imbécil estoy enojada con mis hormonas,1
así es alexei el presidente actual y así tan sólo eso pero cuéntame como porqué estoy imbecil me interesa tu opinión,1
cada vez que creo conocer a un vato lindo y decente resulta ser más imbécil que el anterior,1
no falta el imbecil claramente el del auto negro se le metió a la camioneta blanca y perdió el control tremendo pdjo,1
los que actúan mal son los que están en contra de pueblo imbecil,1
dios estuvo muy bueno el cap pero rue hermana sos mi favorita podes dejar de ser tan imbecil,1
hay que estar muy imbécil para escribir esto,1
los chistes babosos del físico imbécil,1
pedazo de imbecil quiere decosntruir lo bien construido no está capacitado comunista de tomó y lomo caerá lo firmo hoy,1
hazme el favor mi imbecil hermana comprando platos vajillas y de más mamadas como si ya tuviera casadepa o mínimo una piedra donde vivir pero muy apenas y trabaja,1
achicar en general imbecil en ese gol estaba adelantado de su línea y esa no la para nadie dices jajaja ochoa no es el único poero que existe pinche estúpido de mierda,1
quiero empezar a usar kaomojis pero de solo pensar d q me vaya a salir un edgy o un imbécil cuestionando se me van las ganas,1
hermana te ves súper infeliz alv estás cambiando de look a lo imbecil todo mal,1
ln ya me hae de comer rápido quien chotas se le ocurrió eso no me agrada no disfruto la comida como debe ser puro imbecil come rápido,1
no podés ser mas imbécil gustavito,1
tratame bien imbécil que no es mi culpa si tuviste un dia de mierda,1
cojonudoque no se la ponga pero que no vaya haciendo el imbecil,1
blda me dio lástima cuando estaba con el otro imbécil en el baño,1
así mi chumi bebé el imbécil nunca queda satisfecho,1
demuéstralo pues imbécil,1
es la peor amiga del mundo y una imbécil total,1
lo bueno es que la violencia está controlada como el imbecil del viejo senil de la 4t este ya dije muchas pendejadas y mentiras pero los mexicanos se lo creen,1
jajajaja pobre imbécil,1
a gilipollas no se le aplica la e inclusiva las pollas como sustantivo son femeninas siempre a diferencia de imbécil que como bien dice el cm de la rae es un sustantivoadjetivo neutro tampoco se dice lengua de señas sino lenguaje de signos,1
pedazo de imbécil con patas,1
dile a john que es un imbécil de mi pae,1
calláte barrios imbécil dejá de hacee el héroe con toda esa parranda de drogadictos y delincuentes estúpidos que se hacen llamar hinchas y que solo le hacen daño al calladito mejor,1
estaba el rolly serrano en el arco perón de dos al arco sin manos imposible muscari de 3 y tú vieja en 4 bien abiea imbécil,1
tenemos de 2 sopas si al américa le va bien baños se queda más años si le va mal por fín se va ese imbécil que prefieren,1
no imbecil acá no estamos para hacer pruebas ni aprendizajes sinceramente estás al mismo nivel o peor que calabazan,1
imbécil uno es suplente de perú y el otro viejo,1
jajajaja pinche chairo imbécil,1
ya saben de que imbecil hablan xd,1
hoy se indignan quienes lo mataron y sus amigos jajajajajaja así de imbecil este tipo,1
que pelado más pendejo jqkalajala te están viendo la cara pedazo de imbécil,1
claro todo crimen cometido en méxico es por prian tremendo imbécil al menos respeta la muee de la pobre mujer,1
tarada y a mí que pito me interesa laputa política tu que eres cretina que quieres que te gobierne in guerrillero segundo de verdad que eresimbecil,1
jajaja otro imbécil,1
que miedo publicar que beatriz valle es una imbecil usted la cago señora y no ande de victima no apoyo violencia pero vayase de honduras tiene las varas y su pedazo de mierda de traicion en serio ni mel la para torpe,1
cuando pienso que la gente no puede ser más imbécil van y le tiran hate a yuya bajo el argumento de romantizar la maternidad disculpenla por tener una maternidad deseada por realmente querer ser madre y por mostrar lo mucho que deseaba serlo,1
hermanas una mierda todo lo de cassie y nate apae cómo te vas a enamorar del novio de tu amiga que es el imbécil más grande que existe me recuerda a los novios de mis amigas y rue otra forra de mierda,1
es posible que este pelotudo diga esto sobre los macristas y la película no puede ser más imbécil,1
hola hola mundo llamando a imbécil,1
chinga tu madre jajajajaja el 5to grande dice este imbécil,1
llora imbecil perdedor que un simple campesino y profesor rural ganó las elecciones y si te jode ponte a llorar en las próximas elecciones puede ganar un shipibo aguaruna aimara afroperuano etc y se tiene que respetar,1
como les va a caer mal jules si literalmente es el único personaje no imbecil de toda la serie dios te odio retrasos unidos,1
el paido de los corruptos de los contratos a dedo de las reformas tributarias a los más necesitados quiere sacar a colombia de la pobreza imbecil el que le crea a los mitómanos del centro demoníaco,1
en verdad que eres imbécil y todo por defender ha un político inepto ladrón negligente corrupto zoofilico e ignorante como el tal cacas obradog,1
que imbécil eres jajaja crees que con lo de barinas ganaron la presidencia bajate de la nube no la ganan,1
vos sos pae de la corrupcion gabriela gracias a vos y los empresarios socialistas de estómago estamos en esta crisis bravo bravo imbécil,1
no se sienta tan mal los venezolanos también hicimos el papel de imbécil votando muchos años antes de darnos cuenta que la oposición también había sido secuestrada mediáticamente,1
dios mio no podes ser tan pajero pero porque sos así que mierda te hizo imbécil,1
acabo de decirle al cela del turno de la noche hasta luego veci que duerma nooooooooooooo soy severo imbécil,1
cada vez que juego plato y veo que va a ganar la otra persona necesito abandonar la paida porque me lastima el ego ver que no voy a ganar ajsjsjdjs por dios que imbécil,1
creo que necesito ver de nuevo a mi psicóloga porque conocí a alguien que me está gustando pero aún así sigo pensando en el que me rompió el corazón y en si estará bien porque soy una imbecil,1
jajajajaja gracias imbécil,1
usted disculpe pero yo a usted le tengo mucho respeto para mi es una auténtica burra así como ignorante pelotuda borrega mal alimentada obviamente difícil de ver ensobrada pro imbécil pro experimentos en seres humanos tengo más pero no la quiero dejar menos,1
como ikaris la sostiene y se preocupa por ella eres un imbécil ikaris,1
y cuál es mi paido otro imbécil saliendo de la cloaca comunista haciendo fila por una lata de zink,1
este sujeto está imbecil que tiene,1
se cree el dueño de honduras y de guatemala éste imbécil drogadicto de bukele o será que ya consultó con los gobiernos de estos países sobre sus planes con el océano atlántico pues de lo contrario solo demuestra su desfachatez para mentirle a medio mundo el pelele,1
que bueno te paso por imbécil,1
rue está hasta la verga nate sigue siendo un imbecil casi me da un infao con cassie y ashtray la joya jajajajajajajaajajaj,1
hablabas del mesobas y mejor el nos dio el título algo que tu equipo de las grandes ligas no puede hacer hace ya como 5 años pedo y todo pero si cumplía y por el momento antuna cumple así que otra vez te quedas como lo que eres un imbecil y bocón,1
eres tan degenerado que hasta haces comentarios seno fóbicos de tu propio pueblo o sea según tú con otroepueblo que no fuese esteque coño te pasa imbecilmide tus palabras para dirigie a este pueblo glorioso no sabes todavía dirigie al pueblo,1
pero le haz metido shadowban por eso imbécil,1
si bueno ma gente es imbécil,1
tienen al arquero titular de ecuador tienen a uno de los mejores de la selección peruana de que hablas imbecil,1
jajajajaja chica lo digo por el imbecil de mi amigo hetero gamer,1
tú eres psicólogo no eres un estúpido ya estás bastante viejo para aseverar bipolaridad en una persona que sólo ves por tv imbécil,1
el barça lleva 3 prospectos de laterales izquierdos canteranos desperdiciadosgrimaldo cucu y miranda por el puto alopécico imbecil de alba balde no puede ser otro,1
tu misión es salir de palacio de gobierno ignorante de porquería te estamos pagando para que hagas un trabajo para el que no estás preparado imbécil,1
se escribe imbécil acento y con c,1
mira pedazo de imbécil no te digo nada más pq no quiero que me suspendan y llamar la atención con una webada de que el idol es feo ya es cosa de niños o andas ciega o te mearon de niña o yo k sé,1
q asco q hagas las maricadas y luego me vengas a hablar como si nada es inútil que me escondas algo imbécil,1
estás muy imbécil caray,1
eres un imbecil,1
creo que el único momento que supernatural tuvo derechos fue que cuando querían mostrarlo a dios como un imbecil lo pusieron a bardear fanfiction,1
si me preguntaran que cambio de la mañana a esta hora diría que deje de ser menos imbecil,1
odio q mis personajes fav d cualquier serie se ponga en estúpido dios pedí ayuda imbécil,1
cada etapa qué pasó en mi vida me voy cruzando con gente cada vez más imbecil,1
por lo menos la decencia de ayudarlas a levantarlas a las minas no pedazo de imbécilla sacó barata pero y si a una le pasaba algo más reventate solo pelotudo de mierda inútil,1
a que perro imbecil se le habrá ocurrido el trabajo en equipos,1
ve este pendejo de mierda los preparados no jodían la economía de la gente oye pedazo de imbécil acaso la economía esta jodida a cuanto esta el dólar ahora ignorante eres un reverendo hdp me exacerba leer este tipo de comentarios de gente allegada a la mafiosa,1
no escupas para arriba grandísimo imbécil hdp,1
imbecil borrego adoctrinado es el,1
vos sos uno imbecil,1
despues de eso no senti pena por rue con lo que pasa entre jules y el otro aunque ese man es un imbecil de vrd,1
quede como vil imbecil,1
todo mal en euphoria amigo wtf nate la concha de tu madre eres un imbecil sisi un imbécil y tu papa tmb no impoa q haya tenido un anor lindo y puto,1
ósea prometo mandas a comprar su libro como imbecil progre ahora sales con esto obvio el periodista aprovechó cómo cualquier persona negoció es negocio,1
aquí doña idiota puso una a qué imbécil xd rabbit shinning star,1
el pueblo bueno dice el imbecil,1
bien imbécil la perdiroja jajaja,1
el comienzo del capítulo de euphoria de hoy wey pobre cal no te quita lo imbecil viejo puerco,1
me mostré re débil que imbecil soy,1
ajjajajajja imbecil,1
pero si se te entendió perfectamente retrasada mental eres una misandrica hija de puta y digas lo que digas no te justifica te decía que te explicaras para ver si yo había malentendido pero en vez de hacerlo simplemente me atacaste como buena imbécil que eres claro que sí,1
pobre imbécil este hijo de un paramilitar que no acepta que medellín ya no los quierevaya a llorarle a gardel señor hijo de paramilitar,1
créeme que si soy imbécil jajajaja,1
que tiene que ver cuba y venezuela con el conflicto de rusia y ucrania hablarías de rusia cuando se habla de comunismo la calidad de vida es mejor que en colombia no soy comunista sólo comento para que no sea otro imbécil que dice comentarios sin sentido y para nada,1
el imbécil yo,1
hasta cuando este imbecil se dará cuenta que aunque son autónomos en su trabajo son sostenidos financieramente con fondo públicos,1
alguien lleve a este imbécil a vivir 1 sola semana en cañete y que trabaje en tirúa por ejemplo,1
me lo dice un imbecil cojudigno el burro de castillo definitivamente los representa castillo es un analfabestia aislado de la realidad un títere que vive de cuentos que le dicen sus asesores como pacheco por eso lo eligio cerron porque manipular a un ignorante es facil,1
este man es un imbecil,1
es imposible escuchar más de 10 segundos a semejante imbecil jajajajajaajaja este niñito va a dar la hora mal en cualquier escenario impoante,1
no deja de ser un imbécil este repoerucho,1
definitivamente es tan idiota que prefiere defender criminales de lesa humanidad comprobado y atacar personas que solo lo que dicen son chismes y en época electoral a no pero los idiotas útiles son otros imbecil,1
si su deseo era realmente que no hubieran mas celestiales podia haberlo deseado con las gemas del infinito snap no mas celestiales de una forma u otra thanos es un cretino malthusiano que tomó una ruta imbecil para algo que tenia muchas otras soluciones mas practicas,1
lo de este imbecil lo realmente de este imbecil es criticar todo bueno para criticar pendejisimo para gobernar,1
tal cual más vale q no sobrevuele sobre la gente imbécil,1
romano es un viejo imbécil desequilibrado loco,1
y se puede negar de cristo y adorar a dios padre no seas imbecil,1
calla viejo tu peor no estas preparado para ser congresista y así dices que eres admirante de quinta solo estuviste preparado para firmar la sujeción imbécil,1
buen momento para recordar que en el draft como maximo tendremos el pick 29 por el imbécil de grier,1
me acordé del integrante de cd9 que detuvieron en un aeropueo por llevar 5k en efectivo y es como no mames ya hoy 5k no son nada y por cualquier cosa solo soy un fan imbecil pidiendo merch de coreanos lindos no estoy traficando con mano de obra vietnamita,1
jajajaja y así las mentiras de este porro imbecil crónico,1
en fin supongo que no tengo que usar alegorías para demostrar lo imbécil de la situación vaya contraproducente,1
y esta imbécil de dónde salió,1
hugo imbécil,1
jajajajajajaja imbécil en esa lógica lo único que dice tu tablita pacheca es que el chairo es un animal sin raciocinio independientemente de su nivel académico dicho de otra forma lo estudiado no quita lo pendejo,1
auguraba nada bueno la furia le golpeó con tanta fuerza que le cegó por un momento y cuando quiso darse cuenta la muchacha había dejado caer su mano contra la mejilla contraria eres un jodido imbécil,1
que asco esa entrevista eres imbécil o eres pae del juego del asno no hay otra razón para entender tu necedad que es mayor problema que la estupidez,1
no mmes pigmenio hemos en serio te lo crees no hables por los 80 millones de mexicanos que no votamos por este imbécil al cuál aplaudes si te pagará peña o calderón ahí también estarías de arrastrados lo tuyo lo tuyo es el dinero al mejor postor vendes tus amores,1
esta red social cada año se supera más y más en idiotez mira lo que dice el imbécil este yo me quiero morir hermano las mismas vibes que la imbécil esa que se saco la foto en el subte de nyc con una nworld al lado,1
solo a un imbecil se le puede ocurrir contratar a un gerente o administrador para que esté aprenda en el puesto y de remate sin ningúna responsabilidad son en perúsalen,1
a que imbécil nadie defiende a tu ídolo pero como si haa faisán me impoa una mierda cada quien come lo que le de el bolsillo y eso no va cambiar quien este de presidente,1
q imbécil xd,1
don vicenteaun vive entonces si antes no se preocuparon ahora no es válida la preocupación lo que es ser imbecil y solo justificar a un viejo boca de excusado,1
saludos chairo y cuida mucho a tan soberano imbécil,1
cassie diciéndole al otro imbecil i love being your secret y no se que carajos,1
si lees una cuenta de propaganda rusa vas a pensar que son los buenos imbecil,1
ᅠ ᅠ ᅠᅠ ᅠᅠ por un momento casi saca a sukuna pedazo de susto que le dió aunque ahora sonríe cual imbecil ᅠᅠᅠ ᅠᅠ señor toji qué atrevida llamándome por mi nombre 𝐌𝐎𝐂𝐎𝐒𝐀 ᅠᅠ último vocablo fue sentenciado por la voz de sukuna ᅠᅠ,1
voy a volver a caer en el mismo lugar sabiendo que no es ahí donde tengo que estar pero las ganas son más fuees que la realidad que imbécil que soy,1
iba a decir otra uribista pero eso no es ser uribista eso es ser un imbécil jajajaja,1
me siento como un completo imbecil esperando un mensaje de gente a la que seguramente le valgo verga,1
la pobre imbécil estuvo en nuestro space hace rato jj,1
quien verga eres tu para decir que lo que le paso a la ahijada de mi amiga es falso eres un fukin imbecil ignorante de la venga,1
seguro imbécil la gente va a gastar pasaje y estadia para subirse a una rueda estpupida,1
ya pinche hernán deja de escribir idioteces como va a dejar un testamento ese imbécil de lópez no es dueño de méxico ni nosotros de él puede que tú pendejo te encanta eso,1
entonces la preocupación para ti no es válida mientras el cabeza de pañal lo ordene a ti te vale si es en zona maya o en texcoco jaja lo que es seguir como imbecil a un presidente corrrupto,1
un imbecil vieron ya no m haga sufrir porfa,1
imbécil no hay otro calificativo para tu tweet,1
y me siento incluso patético imbécil un completo idiota porque son cosas seguramente fáciles me estoy ahogando en un vaso de agua y yo pregunto me responden cosas como ahí dice es tan obvio es muy fácil yo no entiendo no es fácil para mí,1
que estúpida maddy que imbécil cassie y que asqueroso nate,1
es decir que le estamos pagando a este imbécil para que aprenda a hacer algo para lo que ni siquiera estaba preparado qué esperamos para sacar a patadas a ese inútil de palacio de gobierno,1
y quien es este imbecil,1
otro ñordo imbècil al juzgado,1
paulo londra es un imbecil,1
